node_id,node_type,x,y,demand_kg,tw_start,tw_end,service_time_min,priority
0,depot,2530.471707975443,2396.0015893759505,0.0,0.0,999.0,0.0,depot
1,customer,4013.030422001664,3347.0373022933272,2.4568380681257156,28.938206216574013,98.86580620726664,3.459974992514481,normal
2,customer,697.2736270629616,3527.3027958228754,2.8445661374374573,29.442419661271256,158.0497859464003,3.4204682031708615,normal
3,customer,4037.869016411245,3577.5301957120296,1.3289224933563806,16.018539785513614,138.49922808209814,3.31673438091514,normal
4,customer,1635.8561855448636,1941.9291768925982,2.5657298104858945,1.2967247928198256,168.83601741359183,2.420747266995832,normal
5,customer,1449.2604184017785,2411.2464867502517,0.7714393528386089,33.242168612342965,173.9109797771204,2.843701351517025,normal
6,customer,3466.8602044065374,3938.2630436551663,2.3174865357172063,39.565358081514105,191.80305711163294,2.32322283786769,normal
7,customer,1335.5248425052878,4429.339663080756,1.075534977237202,54.96071070825648,119.45021744939805,3.66455740817445,normal
8,customer,1350.5110662550815,2514.706640479805,2.5744743578310327,22.255337031746325,179.24551367946256,2.951416678468146,normal
9,customer,3714.4199818722536,2541.112284972852,1.2272945953502965,57.1739637041847,178.98081921199045,2.767895271702808,normal
10,customer,1009.5647834260977,3739.767932661942,0.9115195439550454,56.1626142029378,121.55188853001728,3.305291180009114,normal
11,customer,818.0408042944733,3856.906174501609,2.7291931656372848,59.54253384335022,209.3754961781841,4.672377472635574,normal
12,customer,4544.4781304570615,2612.0790235740183,1.7971459009661226,53.60679838187179,151.51828460156696,4.316037296332964,normal
13,customer,4228.480356471313,2121.8558300204813,1.4341443221842751,39.69967579006566,111.0356759574475,4.240368834047078,normal
14,customer,3134.7160283776643,3513.0576159492557,2.8420328763344482,15.74763095537188,104.66409995605405,2.3682737972344583,normal
15,customer,1661.6970233773136,2767.970949141528,0.883210791561235,49.86676032749437,131.37895730642308,3.7981483745625306,normal
16,customer,4123.521684836379,2922.342649640902,0.9910866642864331,52.47372245024787,149.71256319825923,4.332214514723533,normal
